ParkName,County,ParkIdentifier,ParkAddress,FireAuthority,Jurisdiction,MH_Spaces,RV_Lots_W_Drains,RV_Lots_WO_Drains,OperatedBy,FullAddress,Address,City,State,Zip
TROPICS MH COMMUNITY,ALAMEDA,01-0084-MP,"33000 ALAMDEN BLVD, UNION CITY, CA 94587, (510) 471-8550","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",544,0,0,"BESSIRE & CASENHISER INC, 661 BREA CANYON RD SUITE # 7, WALNUT, CA 91789","33000 ALAMDEN BLVD, UNION CITY, CA 94587",33000 ALAMDEN BLVD,UNION CITY,CA,94587
MISSION BAY MH COMMUNITY,ALAMEDA,01-0085-MP,"15333 WICKS BLVD, SAN LEANDRO, CA 94579, (510) 352-4433","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",366,0,0,"BRANDENBURG & STAEDLER, 1122 WILLOW ST SUITE # 200, SAN JOSE, CA 95113","15333 WICKS BLVD, SAN LEANDRO, CA 94579",15333 WICKS BLVD,SAN LEANDRO,CA,94579
EDEN GARDENS ESTATES,ALAMEDA,01-0086-MP,"1150 W WINTON AVE, HAYWARD, CA 94545, (510) 783-4433","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",129,0,0,"EDEN GARDENS MHP, LLC, 770 TAMALPAIS DR SUITE # 401B, CORTE MADERA, CA 94925","1150 W WINTON AVE, HAYWARD, CA 94545",1150 W WINTON AVE,HAYWARD,CA,94545
HACIENDA MHP,ALAMEDA,01-0087-MP,"3231 VINEYARD AVE, PLEASANTON, CA 94566, (925) 846-1527","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",149,0,0,"HOON, PHILIP, 5 BON AIR RD STE 225, LARKSPUR, CA 94939","3231 VINEYARD AVE, PLEASANTON, CA 94566",3231 VINEYARD AVE,PLEASANTON,CA,94566
VINEYARD ESTATES,ALAMEDA,01-0088-MP,"3263 VINEYARD AVE, PLEASANTON, CA 94566, (925) 846-5336","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",208,0,0,"GUGGENHEIM, DANIEL, C/O BESSIRE & CASENHISER INC 430 S SAN DIMAS AVE, SAN DIMAS, CA 91773","3263 VINEYARD AVE, PLEASANTON, CA 94566",3263 VINEYARD AVE,PLEASANTON,CA,94566
BESARO MOBILE HOME PARK,ALAMEDA,01-0089-MP,"4141 DEEP CREEK RD, FREMONT, CA 94555, (510) 742-9402","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",236,0,0,"BESARO MOBILE HOME PARK LLC, 4141 DEEP CREEK RD-OFC, FREMONT, CA 94555","4141 DEEP CREEK RD, FREMONT, CA 94555",4141 DEEP CREEK RD,FREMONT,CA,94555
SPANISH RANCH 1,ALAMEDA,01-0090-MP,"28400 GRANADA CIR, HAYWARD, CA 94544, (510) 783-5535","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",462,0,0,"RUTHERFORD MHC MANAGEMENT, C/O MONTEREY COAST L.P. 241 W MAIN ST, LOS GATOS, CA 95030","28400 GRANADA CIR, HAYWARD, CA 94544",28400 GRANADA CIR,HAYWARD,CA,94544
SUNRISE MHP,ALAMEDA,01-0091-MP,"856 SUNDIAL CIR, LIVERMORE, CA 94550, (925) 443-6293","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",133,0,0,"SUNRISE MOBILE HOME PARK,LLC, 1818 GILBRETH RD #240, BURLINGAME, CA 94010","856 SUNDIAL CIR, LIVERMORE, CA 94550",856 SUNDIAL CIR,LIVERMORE,CA,94550
LIVERMORE TRAILER RANCH,ALAMEDA,01-0092-MP,"1037 E AIR WAY, LIVERMORE, CA 94550, (925) 447-0304","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",41,11,0,"BASS, TERRELL, 2184 DEER OAK WY, DANVILLE, CA 94506","1037 E AIR WAY, LIVERMORE, CA 94550",1037 E AIR WAY,LIVERMORE,CA,94550
HOPE VALLEY RESORT,ALPINE,02-0002-MP,"14655 HWY 88, MARKLEEVILLE, CA 96120, (530) 694-2203","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,20,6,"BRISSENDEN, JOHN & PATTY, 14255 HWY 88, MARKLEEVILLE, CA 96120","14655 HWY 88, MARKLEEVILLE, CA 96120",14655 HWY 88,MARKLEEVILLE,CA,96120
CARSON RIVER RESORT,ALPINE,02-0004-MP,"12399 US HIGHWAY 89, MARKLEEVILLE, CA 96120, (530) 694-2229","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12,0,3,"ALGER, ANGEL, PO BOX 457, MARKLEEVILLE, CA 96120","12399 US HIGHWAY 89, MARKLEEVILLE, CA 96120",12399 US HIGHWAY 89,MARKLEEVILLE,CA,96120
SIERRA PINES PARK,ALPINE,02-0007-MP,"19750 HWY 89, MARKLEEVILLE, CA 96120, (530) 694-9105","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",30,0,0,"DYKES, ROB, PO BOX 53, MINDEN, NV 89423","19750 HWY 89, MARKLEEVILLE, CA 96120",19750 HWY 89,MARKLEEVILLE,CA,96120
UPPER BLUE CAMPGROUND,ALPINE,02-0008-MP,"UPPER BLUE LAKE, MARKLEEVILLE, CA 96120, (916) 923-7069","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,32,"PG&E, 2730 GATEWAY OAKS #220, SACRAMENTO, CA 95833","UPPER BLUE LAKE, MARKLEEVILLE, CA 96120",UPPER BLUE LAKE,MARKLEEVILLE,CA,96120
LOWER BLUE LAKE CAMPGROUND,ALPINE,02-0009-MP,"LOWER BLUE LAKE, MARKLEEVILLE, CA 96120, (916) 923-7069","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,16,"PG&E, 2730 GATEWAY OAKS #220, SACRAMENTO, CA 95833","LOWER BLUE LAKE, MARKLEEVILLE, CA 96120",LOWER BLUE LAKE,MARKLEEVILLE,CA,96120
MIDDLE CREEK CAMPGROUND,ALPINE,02-0010-MP,"LOWER BLUE LAKE, MARKLEEVILLE, CA 96120, (916) 923-0769","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,5,"PG&E, 2730 GATEWAY OAKS #220, SACRAMENTO, CA 95833","LOWER BLUE LAKE, MARKLEEVILLE, CA 96120",LOWER BLUE LAKE,MARKLEEVILLE,CA,96120
UPPER BLUE LAKE DAM CAMPGROUND,ALPINE,02-0011-MP,"UPPER BLUE LAKE, MARKLEEVILLE, CA 96120, (916) 923-7069","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,10,"PG&E, 2730 GATEWAY OAKS #220, SACRAMENTO, CA 95833","UPPER BLUE LAKE, MARKLEEVILLE, CA 96120",UPPER BLUE LAKE,MARKLEEVILLE,CA,96120
UPPER BLUE LAKE DAM EXPANSION,ALPINE,02-0012-MP,"UPPER BLUE LAKE, CRYSTAL SPRINGS, CA 96120, (916) 923-7069","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,15,"PG&E, 2730 GATEWAY OAKS #220, SACRAMENTO, CA 95833","UPPER BLUE LAKE, CRYSTAL SPRINGS, CA 96120",UPPER BLUE LAKE,CRYSTAL SPRINGS,CA,96120
PINE GROVE MH ESTATES,AMADOR,03-0001-MP,"14074 IRISHTOWN RD, PINE GROVE, CA 95665, (209) 296-5588","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",74,0,0,"BELDT, HOMER, 14074 IRISHTOWN ROAD #91, PINE GROVE, CA 95665","14074 IRISHTOWN RD, PINE GROVE, CA 95665",14074 IRISHTOWN RD,PINE GROVE,CA,95665
IONE MOBILE HOME PARK,AMADOR,03-0006-MP,"1311 W MARLETTE ST, IONE, CA 95640, (209) 274-2619","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",49,3,1,"IONE MOBILE HOME PARK, LLC, 425 N RURAL DRIVE #B, MONTEREY PARK, CA 91755","1311 W MARLETTE ST, IONE, CA 95640",1311 W MARLETTE ST,IONE,CA,95640
FOREST POINT MANUFACTURED HOUSING COMMUNITY - 1,AMADOR,03-0008-MP,"20521 HWY 88, PINE GROVE, CA 95665, (209) 223-9664","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20,0,0,"HARMONY COMMUNITIES 2 LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON, CA 95219","20521 HWY 88, PINE GROVE, CA 95665",20521 HWY 88,PINE GROVE,CA,95665
PIONEER TP,AMADOR,03-0009-MP,"24930 STATE HWY 88, PIONEER, CA 95666, (209) 223-0702","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",9,0,0,"JOANN RAMSEY, 1025 NORTH MAIN, JACKSON, CA 95642","24930 STATE HWY 88, PIONEER, CA 95666",24930 STATE HWY 88,PIONEER,CA,95666
GOLD OAKS MOBILE HOME PARK,AMADOR,03-0011-MP,"12594 KENNEDY FLAT RD, MARTELL, CA 95654, (209) 256-9211","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",24,0,2,"GOLD OAKS MHP LLC, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827","12594 KENNEDY FLAT RD, MARTELL, CA 95654",12594 KENNEDY FLAT RD,MARTELL,CA,95654
GOLD COUNTRY CAMPGROUND LLC,AMADOR,03-0013-MP,"13026 TABEAU RD, PINE GROVE, CA 95665, (209) 296-4650","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12,70,41,"GOLD COUNTRY CAMPGROUND LLC, 363 PROSPECT ST, LA JOLLA, CA 92037","13026 TABEAU RD, PINE GROVE, CA 95665",13026 TABEAU RD,PINE GROVE,CA,95665
SUTTER PINES,AMADOR,03-0017-MP,"14906 STATE HWY 88, JACKSON, CA 95642, (209) 304-5674","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",11,0,0,"MHB LLC, 12072 COLT DR, SUTTER CREEK, CA 95685","14906 STATE HWY 88, JACKSON, CA 95642",14906 STATE HWY 88,JACKSON,CA,95642
OK CORRAL TP,AMADOR,03-0018-MP,"27065 E HWY 88, PIONEER, CA 95666, (209) 969-9817","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6,0,0,"FORD, GERALD, PO BOX 902, LINDEN, CA 95236","27065 E HWY 88, PIONEER, CA 95666",27065 E HWY 88,PIONEER,CA,95666
HIDDEN CREEK MHP,AMADOR,03-0019-MP,"14721 PIONEER VOLCANO ROAD, PIONEER, CA 95666, (209) 296-2172","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"ESPOSITO, TOM & JANICE, 14721 PIONEER VOLCANO ROAD, PIONEER, CA 95666","14721 PIONEER VOLCANO ROAD, PIONEER, CA 95666",14721 PIONEER VOLCANO ROAD,PIONEER,CA,95666
BUCKHORN COMMUNITY LP,AMADOR,03-0020-MP,"26600 HWY 88, PIONEER, CA 95666, (858) 220-9387","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",48,0,0,"BUCKHORN COMMUNITY,LP, 3090 FITE CIRCLE SUITE # 203, SACRAMENTO, CA 95827","26600 HWY 88, PIONEER, CA 95666",26600 HWY 88,PIONEER,CA,95666
BEAR RIVER RESORT,AMADOR,03-0023-MP,"40800 HWY 88, PIONEER, CA 95666, (209) 295-4868","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",4,40,0,"FRAZIER, JON & JANETTE & MCINTOSH, ED & NANCY, 40800 HWY 88, PIONEER, CA 95666","40800 HWY 88, PIONEER, CA 95666",40800 HWY 88,PIONEER,CA,95666
CAMANCHE NORTH SHORE RECREATION AREA,AMADOR,03-0029-MP,"2000 CAMANCHE RD, IONE, CA 95640, (209) 763-5912","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",146,3,252,"EAST BAY MUNICIPAL UTILITY DISTRICT, 15083 CAMANCHE PARKWAY SOUTH, VALLEY SPRINGS, CA 95252","2000 CAMANCHE RD, IONE, CA 95640",2000 CAMANCHE RD,IONE,CA,95640
LAKE AMADOR RESORT,AMADOR,03-0030-MP,"7500 LAKE AMADOR DR, IONE, CA 95640, (209) 274-4739","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",4,0,107,"LOCKHART, ROBERT L., 7500 LAKE AMADOR DR, IONE, CA 95640","7500 LAKE AMADOR DR, IONE, CA 95640",7500 LAKE AMADOR DR,IONE,CA,95640
MORIAH HEIGHTS MOBILE VILLAGE,AMADOR,03-0031-MP,"240 HWY 16 SACTO CO LINE, PLYMOUTH, CA 95669, (209) 245-6600","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",18,0,0,"HOPE FOUNDATION, PO BOX 798, RANCHO MURIETA, CA 95683","240 HWY 16 SACTO CO LINE, PLYMOUTH, CA 95669",240 HWY 16 SACTO CO LINE,PLYMOUTH,CA,95669
RANCHO DEL ORO,AMADOR,03-0034-MP,"8825 OLD SACRAMENTO RD, PLYMOUTH, CA 95669","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",23,0,0,"ADVANTAGE GRANITE BAY, LLC, PO BOX 119, PLACIDA, FL 33946","8825 OLD SACRAMENTO RD, PLYMOUTH, CA 95669",8825 OLD SACRAMENTO RD,PLYMOUTH,CA,95669
PLASSES RESORT,AMADOR,03-0035-MP,"30001 PLASSE RD, SILVER LAKE, CA 95666, (209) 258-8814","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,91,"PLASSE'S MEADOW GROUP, LLC, PO BOX 476, SUTTER CREEK, CA 95685","30001 PLASSE RD, SILVER LAKE, CA 95666",30001 PLASSE RD,SILVER LAKE,CA,95666
ROARING CAMP,AMADOR,03-0038-MP,"PINE ACRES, PINE GROVE, CA 95665, (209) 296-4100","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,28,"RODMAN, ELTON, PO BOX 278, PINE GROVE, CA 95665","PINE ACRES, PINE GROVE, CA 95665",PINE ACRES,PINE GROVE,CA,95665
PARDEE RECREATION AREA,AMADOR,03-0039-MP,"4900 STONEY CREEK RD, IONE, CA 95640, (209) 772-1472","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6,68,81,"EAST BAY MUNICIPAL UTLITY DISTRICT, 15083 CAMANCHE PARKWAY S, VALLEY SPRINGS, CA 95252","4900 STONEY CREEK RD, IONE, CA 95640",4900 STONEY CREEK RD,IONE,CA,95640
FOREST PINES MANUFACTURED HOUSING COMMUNITY - 2,AMADOR,03-0040-MP,"20371 HWY 88, PINE GROVE, CA 95665, (209) 223-9664","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",29,0,0,"HARMONY COMMUNITIES 2 LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON, CA 95219","20371 HWY 88, PINE GROVE, CA 95665",20371 HWY 88,PINE GROVE,CA,95665
PIONEER CREEK MH COMMUNITY,AMADOR,03-0041-MP,"16565 PROSPECT PLACE RD, PIONEER, CA 95666, (209) 295-7307","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",64,0,0,"VISCOVICH FAMILY PARTNERSHIP, C/O CHUCK ALLEN PROPERTIES 44B BRENNAN ST, WATSONVILLE, CA 95076","16565 PROSPECT PLACE RD, PIONEER, CA 95666",16565 PROSPECT PLACE RD,PIONEER,CA,95666
HIGHLANDS MHP,AMADOR,03-0042-MP,"150 CLINTON RD, JACKSON, CA 95642, (209) 223-2680","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",59,0,0,"LOVING FAMILY PARTNERSHIP OF JACKSON, 4995 DARBY RUSSELL RD, MURPHYS, CA 95247","150 CLINTON RD, JACKSON, CA 95642",150 CLINTON RD,JACKSON,CA,95642
49ER VILLAGE RV RESORT,AMADOR,03-0043-MP,"18265 HWY 49, PLYMOUTH, CA 95669, (209) 245-6981","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,328,0,"SUN 49ER VILLAGE RV LLC, 27777 FRANKLIN RD SUITE # 200, SOUTHFIELD, MI 48034","18265 HWY 49, PLYMOUTH, CA 95669",18265 HWY 49,PLYMOUTH,CA,95669
THE OAKS COMMUNITY ASSOCIATION,AMADOR,03-0046-MP,"5607 JACKSON VALLEY RD, IONE, CA 95640, (209) 274-6056","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",209,0,0,"THE OAKS COMMUNITY ASSOCIATION, 5607 JACKSON VALLEY RD, IONE, CA 95640","5607 JACKSON VALLEY RD, IONE, CA 95640",5607 JACKSON VALLEY RD,IONE,CA,95640
MEADOW PINES ESTATES MHP,AMADOR,03-0047-MP,"23750 CARSON DR, PIONEER, CA 95666, (209) 274-2422","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",50,0,0,"CHAUVEL, ARNO F & JACOBSON, JERRY D, 24681 LA PLAZA NO 380, DANA POINT, CA 92629","23750 CARSON DR, PIONEER, CA 95666",23750 CARSON DR,PIONEER,CA,95666
ROLLINGWOOD ESTATES,AMADOR,03-0048-MP,"20 ROLLINGWOOD DR #500, JACKSON, CA 95642, (209) 223-2288","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",219,0,0,"C AND L INVESTMENT COMPANY INC, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827","20 ROLLINGWOOD DR #500, JACKSON, CA 95642",20 ROLLINGWOOD DR #500,JACKSON,CA,95642
PLYMOUTH MOBILE MANOR,AMADOR,03-0049-MP,"9419 LANDRUM ST, PLYMOUTH, CA 95669, (209) 743-4653","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32,0,0,"RODERICK L JOHNSON TRUST, 500 GIUSEPPE CT SUITE # 2, ROSEVILLE, CA 95678","9419 LANDRUM ST, PLYMOUTH, CA 95669",9419 LANDRUM ST,PLYMOUTH,CA,95669
CASTLE VILLAGE MOBILE HOME PARK,AMADOR,03-0050-MP,"1400 W MARLETTE ST, IONE, CA 95640, (209) 274-2050","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",120,0,0,"FUJINAKA CASTLE LP, 3090 FITE CIRCLE SUITE # 203, SACRAMENTO, CA 95827","1400 W MARLETTE ST, IONE, CA 95640",1400 W MARLETTE ST,IONE,CA,95640
RANCHO CICADA RETREAT,AMADOR,03-0051-MP,"10001 BELL RD, PLYMOUTH, CA 95669, (209) 245-4841","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,20,"ROBERTS, DAVID, PO BOX 225, PLYMOUTH, CA 95669","10001 BELL RD, PLYMOUTH, CA 95669",10001 BELL RD,PLYMOUTH,CA,95669
BRIDGE ST CT,BUTTE,04-0001-MP,"1945 BRIDGE ST, OROVILLE, CA 95966, (530) 533-2169","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",9,0,0,"VON BARGEN, KAREN, 180 NARANJA AVE, OROVILLE, CA 95966","1945 BRIDGE ST, OROVILLE, CA 95966",1945 BRIDGE ST,OROVILLE,CA,95966
PINE VIEW HEIGHTS MHP,BUTTE,04-0003-MP,"34 WAYLAND RD, PARADISE, CA 95967, (530) 864-5463","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",15,0,0,"NELSON, PAUL, 1298 EAST AVE, CHICO, CA 95926","34 WAYLAND RD, PARADISE, CA 95967",34 WAYLAND RD,PARADISE,CA,95967
HUDSONS MOBILE HOME PARK,BUTTE,04-0004-MP,"7974 SKYWAY, PARADISE, CA 95969, (530) 872-1573","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12,0,0,"EDGECOMB, DAVID & NADINE, TRUSTERS OF THE EDGECOMB REVOCABLE INTER VIVCS TRUST & SCOTT HUDSON, 5630 CHERRY LANE, PARADISE, CA 95969","7974 SKYWAY, PARADISE, CA 95969",7974 SKYWAY,PARADISE,CA,95969
